Date,Year,Month,MonthName,MonthYear,Quarter,Day,Weekday,WeekdayName,IsWeekend
5/25/2024,2024,5,Tháng năm,202405,Q2,25,6,Thứ bảy,TRUE
5/26/2024,2024,5,Tháng năm,202405,Q2,26,7,Chủ nhật,TRUE
6/1/2024,2024,6,Tháng sáu,202406,Q2,1,6,Thứ bảy,TRUE
6/2/2024,2024,6,Tháng sáu,202406,Q2,2,7,Chủ nhật,TRUE
6/8/2024,2024,6,Tháng sáu,202406,Q2,8,6,Thứ bảy,TRUE
6/9/2024,2024,6,Tháng sáu,202406,Q2,9,7,Chủ nhật,TRUE
6/15/2024,2024,6,Tháng sáu,202406,Q2,15,6,Thứ bảy,TRUE
6/16/2024,2024,6,Tháng sáu,202406,Q2,16,7,Chủ nhật,TRUE
6/22/2024,2024,6,Tháng sáu,202406,Q2,22,6,Thứ bảy,TRUE
6/23/2024,2024,6,Tháng sáu,202406,Q2,23,7,Chủ nhật,TRUE
6/29/2024,2024,6,Tháng sáu,202406,Q2,29,6,Thứ bảy,TRUE
6/30/2024,2024,6,Tháng sáu,202406,Q2,30,7,Chủ nhật,TRUE
7/6/2024,2024,7,Tháng bảy,202407,Q3,6,6,Thứ bảy,TRUE
7/7/2024,2024,7,Tháng bảy,202407,Q3,7,7,Chủ nhật,TRUE
7/13/2024,2024,7,Tháng bảy,202407,Q3,13,6,Thứ bảy,TRUE
7/14/2024,2024,7,Tháng bảy,202407,Q3,14,7,Chủ nhật,TRUE
7/20/2024,2024,7,Tháng bảy,202407,Q3,20,6,Thứ bảy,TRUE
7/21/2024,2024,7,Tháng bảy,202407,Q3,21,7,Chủ nhật,TRUE
7/27/2024,2024,7,Tháng bảy,202407,Q3,27,6,Thứ bảy,TRUE
7/28/2024,2024,7,Tháng bảy,202407,Q3,28,7,Chủ nhật,TRUE
8/3/2024,2024,8,Tháng tám,202408,Q3,3,6,Thứ bảy,TRUE
8/4/2024,2024,8,Tháng tám,202408,Q3,4,7,Chủ nhật,TRUE
8/10/2024,2024,8,Tháng tám,202408,Q3,10,6,Thứ bảy,TRUE
8/11/2024,2024,8,Tháng tám,202408,Q3,11,7,Chủ nhật,TRUE
8/17/2024,2024,8,Tháng tám,202408,Q3,17,6,Thứ bảy,TRUE
8/18/2024,2024,8,Tháng tám,202408,Q3,18,7,Chủ nhật,TRUE
8/24/2024,2024,8,Tháng tám,202408,Q3,24,6,Thứ bảy,TRUE
8/25/2024,2024,8,Tháng tám,202408,Q3,25,7,Chủ nhật,TRUE
8/31/2024,2024,8,Tháng tám,202408,Q3,31,6,Thứ bảy,TRUE
9/1/2024,2024,9,Tháng chín,202409,Q3,1,7,Chủ nhật,TRUE
9/7/2024,2024,9,Tháng chín,202409,Q3,7,6,Thứ bảy,TRUE
9/8/2024,2024,9,Tháng chín,202409,Q3,8,7,Chủ nhật,TRUE
9/14/2024,2024,9,Tháng chín,202409,Q3,14,6,Thứ bảy,TRUE
9/15/2024,2024,9,Tháng chín,202409,Q3,15,7,Chủ nhật,TRUE
9/21/2024,2024,9,Tháng chín,202409,Q3,21,6,Thứ bảy,TRUE
9/22/2024,2024,9,Tháng chín,202409,Q3,22,7,Chủ nhật,TRUE
9/28/2024,2024,9,Tháng chín,202409,Q3,28,6,Thứ bảy,TRUE
9/29/2024,2024,9,Tháng chín,202409,Q3,29,7,Chủ nhật,TRUE
10/5/2024,2024,10,Tháng Mười,202410,Q4,5,6,Thứ bảy,TRUE
10/6/2024,2024,10,Tháng Mười,202410,Q4,6,7,Chủ nhật,TRUE
10/12/2024,2024,10,Tháng Mười,202410,Q4,12,6,Thứ bảy,TRUE
10/13/2024,2024,10,Tháng Mười,202410,Q4,13,7,Chủ nhật,TRUE
10/19/2024,2024,10,Tháng Mười,202410,Q4,19,6,Thứ bảy,TRUE
10/20/2024,2024,10,Tháng Mười,202410,Q4,20,7,Chủ nhật,TRUE
10/26/2024,2024,10,Tháng Mười,202410,Q4,26,6,Thứ bảy,TRUE
10/27/2024,2024,10,Tháng Mười,202410,Q4,27,7,Chủ nhật,TRUE
11/2/2024,2024,11,Tháng mười một,202411,Q4,2,6,Thứ bảy,TRUE
11/3/2024,2024,11,Tháng mười một,202411,Q4,3,7,Chủ nhật,TRUE
11/9/2024,2024,11,Tháng mười một,202411,Q4,9,6,Thứ bảy,TRUE
11/10/2024,2024,11,Tháng mười một,202411,Q4,10,7,Chủ nhật,TRUE
11/16/2024,2024,11,Tháng mười một,202411,Q4,16,6,Thứ bảy,TRUE
11/17/2024,2024,11,Tháng mười một,202411,Q4,17,7,Chủ nhật,TRUE
11/23/2024,2024,11,Tháng mười một,202411,Q4,23,6,Thứ bảy,TRUE
11/24/2024,2024,11,Tháng mười một,202411,Q4,24,7,Chủ nhật,TRUE
11/30/2024,2024,11,Tháng mười một,202411,Q4,30,6,Thứ bảy,TRUE
12/1/2024,2024,12,Tháng mười hai,202412,Q4,1,7,Chủ nhật,TRUE
12/7/2024,2024,12,Tháng mười hai,202412,Q4,7,6,Thứ bảy,TRUE
12/8/2024,2024,12,Tháng mười hai,202412,Q4,8,7,Chủ nhật,TRUE
12/14/2024,2024,12,Tháng mười hai,202412,Q4,14,6,Thứ bảy,TRUE
12/15/2024,2024,12,Tháng mười hai,202412,Q4,15,7,Chủ nhật,TRUE
12/21/2024,2024,12,Tháng mười hai,202412,Q4,21,6,Thứ bảy,TRUE
12/22/2024,2024,12,Tháng mười hai,202412,Q4,22,7,Chủ nhật,TRUE
12/28/2024,2024,12,Tháng mười hai,202412,Q4,28,6,Thứ bảy,TRUE
12/29/2024,2024,12,Tháng mười hai,202412,Q4,29,7,Chủ nhật,TRUE
1/1/2023,2023,1,Tháng Một,202301,Q1,1,7,Chủ nhật,TRUE
1/7/2023,2023,1,Tháng Một,202301,Q1,7,6,Thứ bảy,TRUE
1/8/2023,2023,1,Tháng Một,202301,Q1,8,7,Chủ nhật,TRUE
1/14/2023,2023,1,Tháng Một,202301,Q1,14,6,Thứ bảy,TRUE
1/15/2023,2023,1,Tháng Một,202301,Q1,15,7,Chủ nhật,TRUE
1/21/2023,2023,1,Tháng Một,202301,Q1,21,6,Thứ bảy,TRUE
1/22/2023,2023,1,Tháng Một,202301,Q1,22,7,Chủ nhật,TRUE
1/28/2023,2023,1,Tháng Một,202301,Q1,28,6,Thứ bảy,TRUE
1/29/2023,2023,1,Tháng Một,202301,Q1,29,7,Chủ nhật,TRUE
2/4/2023,2023,2,Tháng hai,202302,Q1,4,6,Thứ bảy,TRUE
2/5/2023,2023,2,Tháng hai,202302,Q1,5,7,Chủ nhật,TRUE
2/11/2023,2023,2,Tháng hai,202302,Q1,11,6,Thứ bảy,TRUE
2/12/2023,2023,2,Tháng hai,202302,Q1,12,7,Chủ nhật,TRUE
2/18/2023,2023,2,Tháng hai,202302,Q1,18,6,Thứ bảy,TRUE
2/19/2023,2023,2,Tháng hai,202302,Q1,19,7,Chủ nhật,TRUE
2/25/2023,2023,2,Tháng hai,202302,Q1,25,6,Thứ bảy,TRUE
2/26/2023,2023,2,Tháng hai,202302,Q1,26,7,Chủ nhật,TRUE
3/4/2023,2023,3,Tháng ba,202303,Q1,4,6,Thứ bảy,TRUE
3/5/2023,2023,3,Tháng ba,202303,Q1,5,7,Chủ nhật,TRUE
3/11/2023,2023,3,Tháng ba,202303,Q1,11,6,Thứ bảy,TRUE
3/12/2023,2023,3,Tháng ba,202303,Q1,12,7,Chủ nhật,TRUE
3/18/2023,2023,3,Tháng ba,202303,Q1,18,6,Thứ bảy,TRUE
3/19/2023,2023,3,Tháng ba,202303,Q1,19,7,Chủ nhật,TRUE
3/25/2023,2023,3,Tháng ba,202303,Q1,25,6,Thứ bảy,TRUE
3/26/2023,2023,3,Tháng ba,202303,Q1,26,7,Chủ nhật,TRUE
4/1/2023,2023,4,Tháng tư,202304,Q2,1,6,Thứ bảy,TRUE
4/2/2023,2023,4,Tháng tư,202304,Q2,2,7,Chủ nhật,TRUE
4/8/2023,2023,4,Tháng tư,202304,Q2,8,6,Thứ bảy,TRUE
4/9/2023,2023,4,Tháng tư,202304,Q2,9,7,Chủ nhật,TRUE
4/15/2023,2023,4,Tháng tư,202304,Q2,15,6,Thứ bảy,TRUE
4/16/2023,2023,4,Tháng tư,202304,Q2,16,7,Chủ nhật,TRUE
4/22/2023,2023,4,Tháng tư,202304,Q2,22,6,Thứ bảy,TRUE
4/23/2023,2023,4,Tháng tư,202304,Q2,23,7,Chủ nhật,TRUE
4/29/2023,2023,4,Tháng tư,202304,Q2,29,6,Thứ bảy,TRUE
4/30/2023,2023,4,Tháng tư,202304,Q2,30,7,Chủ nhật,TRUE
5/6/2023,2023,5,Tháng năm,202305,Q2,6,6,Thứ bảy,TRUE
5/7/2023,2023,5,Tháng năm,202305,Q2,7,7,Chủ nhật,TRUE
5/13/2023,2023,5,Tháng năm,202305,Q2,13,6,Thứ bảy,TRUE
5/14/2023,2023,5,Tháng năm,202305,Q2,14,7,Chủ nhật,TRUE
5/20/2023,2023,5,Tháng năm,202305,Q2,20,6,Thứ bảy,TRUE
5/21/2023,2023,5,Tháng năm,202305,Q2,21,7,Chủ nhật,TRUE
5/27/2023,2023,5,Tháng năm,202305,Q2,27,6,Thứ bảy,TRUE
5/28/2023,2023,5,Tháng năm,202305,Q2,28,7,Chủ nhật,TRUE
6/3/2023,2023,6,Tháng sáu,202306,Q2,3,6,Thứ bảy,TRUE
6/4/2023,2023,6,Tháng sáu,202306,Q2,4,7,Chủ nhật,TRUE
6/10/2023,2023,6,Tháng sáu,202306,Q2,10,6,Thứ bảy,TRUE
6/11/2023,2023,6,Tháng sáu,202306,Q2,11,7,Chủ nhật,TRUE
6/17/2023,2023,6,Tháng sáu,202306,Q2,17,6,Thứ bảy,TRUE
6/18/2023,2023,6,Tháng sáu,202306,Q2,18,7,Chủ nhật,TRUE
6/24/2023,2023,6,Tháng sáu,202306,Q2,24,6,Thứ bảy,TRUE
6/25/2023,2023,6,Tháng sáu,202306,Q2,25,7,Chủ nhật,TRUE
7/1/2023,2023,7,Tháng bảy,202307,Q3,1,6,Thứ bảy,TRUE
7/2/2023,2023,7,Tháng bảy,202307,Q3,2,7,Chủ nhật,TRUE
7/8/2023,2023,7,Tháng bảy,202307,Q3,8,6,Thứ bảy,TRUE
7/9/2023,2023,7,Tháng bảy,202307,Q3,9,7,Chủ nhật,TRUE
7/15/2023,2023,7,Tháng bảy,202307,Q3,15,6,Thứ bảy,TRUE
7/16/2023,2023,7,Tháng bảy,202307,Q3,16,7,Chủ nhật,TRUE
7/22/2023,2023,7,Tháng bảy,202307,Q3,22,6,Thứ bảy,TRUE
7/23/2023,2023,7,Tháng bảy,202307,Q3,23,7,Chủ nhật,TRUE
7/29/2023,2023,7,Tháng bảy,202307,Q3,29,6,Thứ bảy,TRUE
7/30/2023,2023,7,Tháng bảy,202307,Q3,30,7,Chủ nhật,TRUE
8/5/2023,2023,8,Tháng tám,202308,Q3,5,6,Thứ bảy,TRUE
8/6/2023,2023,8,Tháng tám,202308,Q3,6,7,Chủ nhật,TRUE
8/12/2023,2023,8,Tháng tám,202308,Q3,12,6,Thứ bảy,TRUE
8/13/2023,2023,8,Tháng tám,202308,Q3,13,7,Chủ nhật,TRUE
8/19/2023,2023,8,Tháng tám,202308,Q3,19,6,Thứ bảy,TRUE
8/20/2023,2023,8,Tháng tám,202308,Q3,20,7,Chủ nhật,TRUE
8/26/2023,2023,8,Tháng tám,202308,Q3,26,6,Thứ bảy,TRUE
8/27/2023,2023,8,Tháng tám,202308,Q3,27,7,Chủ nhật,TRUE
9/2/2023,2023,9,Tháng chín,202309,Q3,2,6,Thứ bảy,TRUE
9/3/2023,2023,9,Tháng chín,202309,Q3,3,7,Chủ nhật,TRUE
9/9/2023,2023,9,Tháng chín,202309,Q3,9,6,Thứ bảy,TRUE
9/10/2023,2023,9,Tháng chín,202309,Q3,10,7,Chủ nhật,TRUE
9/16/2023,2023,9,Tháng chín,202309,Q3,16,6,Thứ bảy,TRUE
9/17/2023,2023,9,Tháng chín,202309,Q3,17,7,Chủ nhật,TRUE
9/23/2023,2023,9,Tháng chín,202309,Q3,23,6,Thứ bảy,TRUE
9/24/2023,2023,9,Tháng chín,202309,Q3,24,7,Chủ nhật,TRUE
9/30/2023,2023,9,Tháng chín,202309,Q3,30,6,Thứ bảy,TRUE
10/1/2023,2023,10,Tháng Mười,202310,Q4,1,7,Chủ nhật,TRUE
10/7/2023,2023,10,Tháng Mười,202310,Q4,7,6,Thứ bảy,TRUE
10/8/2023,2023,10,Tháng Mười,202310,Q4,8,7,Chủ nhật,TRUE
10/14/2023,2023,10,Tháng Mười,202310,Q4,14,6,Thứ bảy,TRUE
10/15/2023,2023,10,Tháng Mười,202310,Q4,15,7,Chủ nhật,TRUE
10/21/2023,2023,10,Tháng Mười,202310,Q4,21,6,Thứ bảy,TRUE
10/22/2023,2023,10,Tháng Mười,202310,Q4,22,7,Chủ nhật,TRUE
10/28/2023,2023,10,Tháng Mười,202310,Q4,28,6,Thứ bảy,TRUE
10/29/2023,2023,10,Tháng Mười,202310,Q4,29,7,Chủ nhật,TRUE
11/4/2023,2023,11,Tháng mười một,202311,Q4,4,6,Thứ bảy,TRUE
11/5/2023,2023,11,Tháng mười một,202311,Q4,5,7,Chủ nhật,TRUE
11/11/2023,2023,11,Tháng mười một,202311,Q4,11,6,Thứ bảy,TRUE
11/12/2023,2023,11,Tháng mười một,202311,Q4,12,7,Chủ nhật,TRUE
11/18/2023,2023,11,Tháng mười một,202311,Q4,18,6,Thứ bảy,TRUE
11/19/2023,2023,11,Tháng mười một,202311,Q4,19,7,Chủ nhật,TRUE
11/25/2023,2023,11,Tháng mười một,202311,Q4,25,6,Thứ bảy,TRUE
11/26/2023,2023,11,Tháng mười một,202311,Q4,26,7,Chủ nhật,TRUE
12/2/2023,2023,12,Tháng mười hai,202312,Q4,2,6,Thứ bảy,TRUE
12/3/2023,2023,12,Tháng mười hai,202312,Q4,3,7,Chủ nhật,TRUE
12/9/2023,2023,12,Tháng mười hai,202312,Q4,9,6,Thứ bảy,TRUE
12/10/2023,2023,12,Tháng mười hai,202312,Q4,10,7,Chủ nhật,TRUE
12/16/2023,2023,12,Tháng mười hai,202312,Q4,16,6,Thứ bảy,TRUE
12/17/2023,2023,12,Tháng mười hai,202312,Q4,17,7,Chủ nhật,TRUE
12/23/2023,2023,12,Tháng mười hai,202312,Q4,23,6,Thứ bảy,TRUE
12/24/2023,2023,12,Tháng mười hai,202312,Q4,24,7,Chủ nhật,TRUE
12/30/2023,2023,12,Tháng mười hai,202312,Q4,30,6,Thứ bảy,TRUE
12/31/2023,2023,12,Tháng mười hai,202312,Q4,31,7,Chủ nhật,TRUE
1/2/2023,2023,1,Tháng Một,202301,Q1,2,1,Thứ hai,FALSE
1/3/2023,2023,1,Tháng Một,202301,Q1,3,2,Thứ ba,FALSE
1/4/2023,2023,1,Tháng Một,202301,Q1,4,3,Thứ Tư,FALSE
1/5/2023,2023,1,Tháng Một,202301,Q1,5,4,Thứ năm,FALSE
1/6/2023,2023,1,Tháng Một,202301,Q1,6,5,Thứ sáu,FALSE
1/9/2023,2023,1,Tháng Một,202301,Q1,9,1,Thứ hai,FALSE
1/10/2023,2023,1,Tháng Một,202301,Q1,10,2,Thứ ba,FALSE
1/11/2023,2023,1,Tháng Một,202301,Q1,11,3,Thứ Tư,FALSE
1/12/2023,2023,1,Tháng Một,202301,Q1,12,4,Thứ năm,FALSE
1/13/2023,2023,1,Tháng Một,202301,Q1,13,5,Thứ sáu,FALSE
1/16/2023,2023,1,Tháng Một,202301,Q1,16,1,Thứ hai,FALSE
1/17/2023,2023,1,Tháng Một,202301,Q1,17,2,Thứ ba,FALSE
1/18/2023,2023,1,Tháng Một,202301,Q1,18,3,Thứ Tư,FALSE
1/19/2023,2023,1,Tháng Một,202301,Q1,19,4,Thứ năm,FALSE
1/20/2023,2023,1,Tháng Một,202301,Q1,20,5,Thứ sáu,FALSE
1/23/2023,2023,1,Tháng Một,202301,Q1,23,1,Thứ hai,FALSE
1/24/2023,2023,1,Tháng Một,202301,Q1,24,2,Thứ ba,FALSE
1/25/2023,2023,1,Tháng Một,202301,Q1,25,3,Thứ Tư,FALSE
1/26/2023,2023,1,Tháng Một,202301,Q1,26,4,Thứ năm,FALSE
1/27/2023,2023,1,Tháng Một,202301,Q1,27,5,Thứ sáu,FALSE
1/30/2023,2023,1,Tháng Một,202301,Q1,30,1,Thứ hai,FALSE
1/31/2023,2023,1,Tháng Một,202301,Q1,31,2,Thứ ba,FALSE
2/1/2023,2023,2,Tháng hai,202302,Q1,1,3,Thứ Tư,FALSE
2/2/2023,2023,2,Tháng hai,202302,Q1,2,4,Thứ năm,FALSE
2/3/2023,2023,2,Tháng hai,202302,Q1,3,5,Thứ sáu,FALSE
2/6/2023,2023,2,Tháng hai,202302,Q1,6,1,Thứ hai,FALSE
2/7/2023,2023,2,Tháng hai,202302,Q1,7,2,Thứ ba,FALSE
2/8/2023,2023,2,Tháng hai,202302,Q1,8,3,Thứ Tư,FALSE
2/9/2023,2023,2,Tháng hai,202302,Q1,9,4,Thứ năm,FALSE
2/10/2023,2023,2,Tháng hai,202302,Q1,10,5,Thứ sáu,FALSE
2/13/2023,2023,2,Tháng hai,202302,Q1,13,1,Thứ hai,FALSE
2/14/2023,2023,2,Tháng hai,202302,Q1,14,2,Thứ ba,FALSE
2/15/2023,2023,2,Tháng hai,202302,Q1,15,3,Thứ Tư,FALSE
2/16/2023,2023,2,Tháng hai,202302,Q1,16,4,Thứ năm,FALSE
2/17/2023,2023,2,Tháng hai,202302,Q1,17,5,Thứ sáu,FALSE
2/20/2023,2023,2,Tháng hai,202302,Q1,20,1,Thứ hai,FALSE
2/21/2023,2023,2,Tháng hai,202302,Q1,21,2,Thứ ba,FALSE
2/22/2023,2023,2,Tháng hai,202302,Q1,22,3,Thứ Tư,FALSE
2/23/2023,2023,2,Tháng hai,202302,Q1,23,4,Thứ năm,FALSE
2/24/2023,2023,2,Tháng hai,202302,Q1,24,5,Thứ sáu,FALSE
2/27/2023,2023,2,Tháng hai,202302,Q1,27,1,Thứ hai,FALSE
2/28/2023,2023,2,Tháng hai,202302,Q1,28,2,Thứ ba,FALSE
3/1/2023,2023,3,Tháng ba,202303,Q1,1,3,Thứ Tư,FALSE
3/2/2023,2023,3,Tháng ba,202303,Q1,2,4,Thứ năm,FALSE
3/3/2023,2023,3,Tháng ba,202303,Q1,3,5,Thứ sáu,FALSE
3/6/2023,2023,3,Tháng ba,202303,Q1,6,1,Thứ hai,FALSE
3/7/2023,2023,3,Tháng ba,202303,Q1,7,2,Thứ ba,FALSE
3/8/2023,2023,3,Tháng ba,202303,Q1,8,3,Thứ Tư,FALSE
3/9/2023,2023,3,Tháng ba,202303,Q1,9,4,Thứ năm,FALSE
3/10/2023,2023,3,Tháng ba,202303,Q1,10,5,Thứ sáu,FALSE
3/13/2023,2023,3,Tháng ba,202303,Q1,13,1,Thứ hai,FALSE
3/14/2023,2023,3,Tháng ba,202303,Q1,14,2,Thứ ba,FALSE
3/15/2023,2023,3,Tháng ba,202303,Q1,15,3,Thứ Tư,FALSE
3/16/2023,2023,3,Tháng ba,202303,Q1,16,4,Thứ năm,FALSE
3/17/2023,2023,3,Tháng ba,202303,Q1,17,5,Thứ sáu,FALSE
3/20/2023,2023,3,Tháng ba,202303,Q1,20,1,Thứ hai,FALSE
3/21/2023,2023,3,Tháng ba,202303,Q1,21,2,Thứ ba,FALSE
3/22/2023,2023,3,Tháng ba,202303,Q1,22,3,Thứ Tư,FALSE
3/23/2023,2023,3,Tháng ba,202303,Q1,23,4,Thứ năm,FALSE
3/24/2023,2023,3,Tháng ba,202303,Q1,24,5,Thứ sáu,FALSE
3/27/2023,2023,3,Tháng ba,202303,Q1,27,1,Thứ hai,FALSE
3/28/2023,2023,3,Tháng ba,202303,Q1,28,2,Thứ ba,FALSE
3/29/2023,2023,3,Tháng ba,202303,Q1,29,3,Thứ Tư,FALSE
3/30/2023,2023,3,Tháng ba,202303,Q1,30,4,Thứ năm,FALSE
3/31/2023,2023,3,Tháng ba,202303,Q1,31,5,Thứ sáu,FALSE
4/3/2023,2023,4,Tháng tư,202304,Q2,3,1,Thứ hai,FALSE
4/4/2023,2023,4,Tháng tư,202304,Q2,4,2,Thứ ba,FALSE
4/5/2023,2023,4,Tháng tư,202304,Q2,5,3,Thứ Tư,FALSE
4/6/2023,2023,4,Tháng tư,202304,Q2,6,4,Thứ năm,FALSE
4/7/2023,2023,4,Tháng tư,202304,Q2,7,5,Thứ sáu,FALSE
4/10/2023,2023,4,Tháng tư,202304,Q2,10,1,Thứ hai,FALSE
4/11/2023,2023,4,Tháng tư,202304,Q2,11,2,Thứ ba,FALSE
4/12/2023,2023,4,Tháng tư,202304,Q2,12,3,Thứ Tư,FALSE
4/13/2023,2023,4,Tháng tư,202304,Q2,13,4,Thứ năm,FALSE
4/14/2023,2023,4,Tháng tư,202304,Q2,14,5,Thứ sáu,FALSE
4/17/2023,2023,4,Tháng tư,202304,Q2,17,1,Thứ hai,FALSE
4/18/2023,2023,4,Tháng tư,202304,Q2,18,2,Thứ ba,FALSE
4/19/2023,2023,4,Tháng tư,202304,Q2,19,3,Thứ Tư,FALSE
4/20/2023,2023,4,Tháng tư,202304,Q2,20,4,Thứ năm,FALSE
4/21/2023,2023,4,Tháng tư,202304,Q2,21,5,Thứ sáu,FALSE
4/24/2023,2023,4,Tháng tư,202304,Q2,24,1,Thứ hai,FALSE
4/25/2023,2023,4,Tháng tư,202304,Q2,25,2,Thứ ba,FALSE
4/26/2023,2023,4,Tháng tư,202304,Q2,26,3,Thứ Tư,FALSE
4/27/2023,2023,4,Tháng tư,202304,Q2,27,4,Thứ năm,FALSE
4/28/2023,2023,4,Tháng tư,202304,Q2,28,5,Thứ sáu,FALSE
5/1/2023,2023,5,Tháng năm,202305,Q2,1,1,Thứ hai,FALSE
5/2/2023,2023,5,Tháng năm,202305,Q2,2,2,Thứ ba,FALSE
5/3/2023,2023,5,Tháng năm,202305,Q2,3,3,Thứ Tư,FALSE
5/4/2023,2023,5,Tháng năm,202305,Q2,4,4,Thứ năm,FALSE
5/5/2023,2023,5,Tháng năm,202305,Q2,5,5,Thứ sáu,FALSE
5/8/2023,2023,5,Tháng năm,202305,Q2,8,1,Thứ hai,FALSE
5/9/2023,2023,5,Tháng năm,202305,Q2,9,2,Thứ ba,FALSE
5/10/2023,2023,5,Tháng năm,202305,Q2,10,3,Thứ Tư,FALSE
5/11/2023,2023,5,Tháng năm,202305,Q2,11,4,Thứ năm,FALSE
5/12/2023,2023,5,Tháng năm,202305,Q2,12,5,Thứ sáu,FALSE
5/15/2023,2023,5,Tháng năm,202305,Q2,15,1,Thứ hai,FALSE
5/16/2023,2023,5,Tháng năm,202305,Q2,16,2,Thứ ba,FALSE
5/17/2023,2023,5,Tháng năm,202305,Q2,17,3,Thứ Tư,FALSE
5/18/2023,2023,5,Tháng năm,202305,Q2,18,4,Thứ năm,FALSE
5/19/2023,2023,5,Tháng năm,202305,Q2,19,5,Thứ sáu,FALSE
5/22/2023,2023,5,Tháng năm,202305,Q2,22,1,Thứ hai,FALSE
5/23/2023,2023,5,Tháng năm,202305,Q2,23,2,Thứ ba,FALSE
5/24/2023,2023,5,Tháng năm,202305,Q2,24,3,Thứ Tư,FALSE
5/25/2023,2023,5,Tháng năm,202305,Q2,25,4,Thứ năm,FALSE
5/26/2023,2023,5,Tháng năm,202305,Q2,26,5,Thứ sáu,FALSE
5/29/2023,2023,5,Tháng năm,202305,Q2,29,1,Thứ hai,FALSE
5/30/2023,2023,5,Tháng năm,202305,Q2,30,2,Thứ ba,FALSE
5/31/2023,2023,5,Tháng năm,202305,Q2,31,3,Thứ Tư,FALSE
6/1/2023,2023,6,Tháng sáu,202306,Q2,1,4,Thứ năm,FALSE
6/2/2023,2023,6,Tháng sáu,202306,Q2,2,5,Thứ sáu,FALSE
6/5/2023,2023,6,Tháng sáu,202306,Q2,5,1,Thứ hai,FALSE
6/6/2023,2023,6,Tháng sáu,202306,Q2,6,2,Thứ ba,FALSE
6/7/2023,2023,6,Tháng sáu,202306,Q2,7,3,Thứ Tư,FALSE
6/8/2023,2023,6,Tháng sáu,202306,Q2,8,4,Thứ năm,FALSE
6/9/2023,2023,6,Tháng sáu,202306,Q2,9,5,Thứ sáu,FALSE
6/12/2023,2023,6,Tháng sáu,202306,Q2,12,1,Thứ hai,FALSE
6/13/2023,2023,6,Tháng sáu,202306,Q2,13,2,Thứ ba,FALSE
6/14/2023,2023,6,Tháng sáu,202306,Q2,14,3,Thứ Tư,FALSE
6/15/2023,2023,6,Tháng sáu,202306,Q2,15,4,Thứ năm,FALSE
6/16/2023,2023,6,Tháng sáu,202306,Q2,16,5,Thứ sáu,FALSE
6/19/2023,2023,6,Tháng sáu,202306,Q2,19,1,Thứ hai,FALSE
6/20/2023,2023,6,Tháng sáu,202306,Q2,20,2,Thứ ba,FALSE
6/21/2023,2023,6,Tháng sáu,202306,Q2,21,3,Thứ Tư,FALSE
6/22/2023,2023,6,Tháng sáu,202306,Q2,22,4,Thứ năm,FALSE
6/23/2023,2023,6,Tháng sáu,202306,Q2,23,5,Thứ sáu,FALSE
6/26/2023,2023,6,Tháng sáu,202306,Q2,26,1,Thứ hai,FALSE
6/27/2023,2023,6,Tháng sáu,202306,Q2,27,2,Thứ ba,FALSE
6/28/2023,2023,6,Tháng sáu,202306,Q2,28,3,Thứ Tư,FALSE
6/29/2023,2023,6,Tháng sáu,202306,Q2,29,4,Thứ năm,FALSE
6/30/2023,2023,6,Tháng sáu,202306,Q2,30,5,Thứ sáu,FALSE
7/3/2023,2023,7,Tháng bảy,202307,Q3,3,1,Thứ hai,FALSE
7/4/2023,2023,7,Tháng bảy,202307,Q3,4,2,Thứ ba,FALSE
7/5/2023,2023,7,Tháng bảy,202307,Q3,5,3,Thứ Tư,FALSE
7/6/2023,2023,7,Tháng bảy,202307,Q3,6,4,Thứ năm,FALSE
7/7/2023,2023,7,Tháng bảy,202307,Q3,7,5,Thứ sáu,FALSE
7/10/2023,2023,7,Tháng bảy,202307,Q3,10,1,Thứ hai,FALSE
7/11/2023,2023,7,Tháng bảy,202307,Q3,11,2,Thứ ba,FALSE
